generation,min_fitness,mean_fitness,max_fitness,entropy
0,0.1476134851425995,0.1524555249499831,0.16221776078094574,97.22405656543941
1,0.14771553418601882,0.15180010219950235,0.1585661970135415,96.29316985121528
2,0.14771553418601882,0.15135205828989265,0.15804865431070098,95.57879240205135
3,0.14725779121117455,0.15074923456944128,0.1570953001955061,94.5969848328602
4,0.1465124387409495,0.14994520640196163,0.15429142449401598,92.00192157709708
5,0.1467513503972088,0.14970323929908097,0.15361906700859732,90.809753552671
6,0.14642218971003096,0.14924996499179682,0.15307991288039094,87.21792070906814
7,0.14595804402553744,0.14897597092247478,0.15275520126163478,87.20791914205813
8,0.14595804402553744,0.14855529950096405,0.1554000443745398,83.65248918413245
9,0.14612256600024895,0.14827435285431562,0.152743854373852,80.02749592923766
10,0.14559738725790292,0.14769389147485018,0.15159092655674783,72.7033129121772
11,0.14559738725790292,0.14747602216544206,0.1504852333318834,69.90372027599614
12,0.1453832242315333,0.14729367890724857,0.15128515198176357,67.12137448274243
13,0.14473428594159152,0.1471621937781005,0.14915470595909855,64.61278538540068
14,0.14473428594159152,0.14687522443383094,0.14856664039431716,59.45557973030598
15,0.14473428594159152,0.14648877821121298,0.14823371843169753,54.529517047550016
16,0.14459658726718874,0.1461981208705652,0.14796689544000832,51.33308776679684
17,0.14459658726718874,0.14591118999628275,0.1475652294934073,48.30868185791398
18,0.14459658726718874,0.14566591292119296,0.1470401322066354,47.54544098691772
19,0.14457457876935795,0.14535090211972634,0.14657572715849815,46.44844059078662
20,0.14427265857526472,0.14526208832805518,0.1469945725814335,45.49134426376916
21,0.14427265857526472,0.1450644922294606,0.14631212598223675,39.9495771147465
22,0.1442076362560337,0.14494448460920176,0.1458423576681738,38.82847694824471
23,0.1442076362560337,0.14487613955161716,0.14575747173593706,36.57434678252353
24,0.14412836994868705,0.1447620477015534,0.14590313807425595,33.509855597620714
25,0.14412836994868705,0.1446883904151932,0.1460092481443665,33.92686072909451
26,0.1442076362560337,0.14469676221969974,0.14537765482250542,33.95672648078186
27,0.1441170412623292,0.14463583604156602,0.14587584137823986,33.592201566094694
28,0.14360130832971676,0.14461059600961446,0.14527003853477907,31.81797158190565
29,0.1430950892640234,0.14445261282372204,0.14555908642563167,31.57412145091386
30,0.1430950892640234,0.1443927962196579,0.14571209049462702,32.3989431180585
31,0.1430950892640234,0.14419178560733073,0.14520299211350673,29.93866733349466
32,0.1430950892640234,0.14402217524997452,0.14510133407379255,28.79260391106611
33,0.1430950892640234,0.1438604937344173,0.14516314847680264,27.80088647013197
34,0.1428776571435614,0.1435994979032655,0.1445440777079165,25.94301707159724
35,0.14261837835940158,0.14345773384308946,0.14473508259285806,21.829082902064478
36,0.14261837835940158,0.14336102150052377,0.1447165708424565,19.275266234845493
37,0.14283432557081127,0.14324277192790236,0.14419674597526733,15.068823529184952
38,0.14277528413836293,0.14315589425676636,0.14395805808434226,11.508295542342262
39,0.14277528413836293,0.143130784538618,0.14382573334431067,9.893206197909475
40,0.14283432557081127,0.1430881606439261,0.14394631481966808,10.751682654193253
41,0.14273431321350805,0.14313321375849328,0.15016346014022322,10.598132301943291
42,0.14283432557081127,0.14310162789221953,0.1438474816089684,11.600046385608545
43,0.14253796551912615,0.14303724433483953,0.14332871624036886,12.335478118992267
44,0.14271169155486033,0.14300968191281213,0.14359565384476508,13.832873042967908
45,0.14271169155486033,0.14301127541528916,0.14354240982171626,14.751051087940652
46,0.14269076902001016,0.14299512788304747,0.1434416425068063,16.143239955553103
47,0.14201676609655237,0.14294327701698906,0.1440128753627189,16.384392659626872
48,0.14184051094209874,0.14292826077907303,0.1437901061260428,17.04240316997035
49,0.14184051094209874,0.14281185553095344,0.14417781708466965,17.548369792800983
